id,img_type,start_utc,llcrnrlat,llcrnrlon,urcrnrlat,urcrnrlon,proj,height_m,width_m
S769788,ir107,2018-08-21 17:10:00+00:00,38.39236184896567,-81.3277367323262,41.014590930727344,-75.94113108597004,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S769788,lght,,38.39236184896567,-81.3277367323262,41.014590930727344,-75.94113108597004,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S769788,vil,2018-08-21 17:10:00+00:00,38.39236184896567,-81.3277367323262,41.014590930727344,-75.94113108597004,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S769788,vis,2018-08-21 17:10:00+00:00,38.39236184896567,-81.3277367323262,41.014590930727344,-75.94113108597004,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S782134,ir069,2018-08-21 19:35:00+00:00,33.06374948621301,-84.97095852468796,35.89335222756783,-80.15699116111976,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S782134,ir107,2018-08-21 19:35:00+00:00,33.06374948621301,-84.97095852468796,35.89335222756783,-80.15699116111976,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S782134,lght,,33.06374948621301,-84.97095852468796,35.89335222756783,-80.15699116111976,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S782134,vil,2018-08-21 19:35:00+00:00,33.06374948621301,-84.97095852468796,35.89335222756783,-80.15699116111976,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S782134,vis,2018-08-21 19:35:00+00:00,33.06374948621301,-84.97095852468796,35.89335222756783,-80.15699116111976,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S780339,ir069,2018-08-21 23:50:00+00:00,34.84797861961717,-104.51403592845656,38.46109222276456,-100.4122435337762,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S780339,ir107,2018-08-21 23:50:00+00:00,34.84797861961717,-104.51403592845656,38.46109222276456,-100.4122435337762,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S780339,lght,,34.84797861961717,-104.51403592845656,38.46109222276456,-100.4122435337762,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S780339,vil,2018-08-21 23:50:00+00:00,34.84797861961717,-104.51403592845656,38.46109222276456,-100.4122435337762,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S780339,vis,2018-08-21 23:50:00+00:00,34.84797861961717,-104.51403592845656,38.46109222276456,-100.4122435337762,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S780175,ir069,2018-08-22 00:15:00+00:00,37.51317834217334,-112.9885680209286,41.407689469785645,-109.1858954122406,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S780175,ir107,2018-08-22 00:15:00+00:00,37.51317834217334,-112.9885680209286,41.407689469785645,-109.1858954122406,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S780175,lght,,37.51317834217334,-112.9885680209286,41.407689469785645,-109.1858954122406,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S780175,vil,2018-08-22 00:15:00+00:00,37.51317834217334,-112.9885680209286,41.407689469785645,-109.1858954122406,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S780175,vis,2018-08-22 00:15:00+00:00,37.51317834217334,-112.9885680209286,41.407689469785645,-109.1858954122406,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S769599,ir069,2018-08-22 01:35:00+00:00,39.00790492854086,-78.80248739379547,41.498802662024495,-73.25406781093021,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S769599,ir107,2018-08-22 01:35:00+00:00,39.00790492854086,-78.80248739379547,41.498802662024495,-73.25406781093021,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S769599,lght,,39.00790492854086,-78.80248739379547,41.498802662024495,-73.25406781093021,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S769599,vil,2018-08-22 01:35:00+00:00,39.00790492854086,-78.80248739379547,41.498802662024495,-73.25406781093021,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S769599,vis,2018-08-22 01:35:00+00:00,39.00790492854086,-78.80248739379547,41.498802662024495,-73.25406781093021,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S780322,ir069,2018-08-22 12:55:00+00:00,39.96715474812333,-113.78391186171352,43.89158972522309,-109.9137960038532,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S780322,ir107,2018-08-22 12:55:00+00:00,39.96715474812333,-113.78391186171352,43.89158972522309,-109.9137960038532,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S780322,lght,,39.96715474812333,-113.78391186171352,43.89158972522309,-109.9137960038532,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S780322,vil,2018-08-22 12:55:00+00:00,39.96715474812333,-113.78391186171352,43.89158972522309,-109.9137960038532,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S780322,vis,2018-08-22 12:55:00+00:00,39.96715474812333,-113.78391186171352,43.89158972522309,-109.9137960038532,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S779978,ir069,2018-08-22 19:45:00+00:00,30.953915795158643,-107.96828549488568,34.685498860190386,-104.19385111032044,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S779978,ir107,2018-08-22 19:45:00+00:00,30.953915795158643,-107.96828549488568,34.685498860190386,-104.19385111032044,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S779978,lght,,30.953915795158643,-107.96828549488568,34.685498860190386,-104.19385111032044,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S779978,vil,2018-08-22 19:45:00+00:00,30.953915795158643,-107.96828549488568,34.685498860190386,-104.19385111032044,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S779978,vis,2018-08-22 19:45:00+00:00,30.953915795158643,-107.96828549488568,34.685498860190386,-104.19385111032044,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S779481,ir069,2018-08-22 22:45:00+00:00,40.24370475459867,-113.75253149801712,44.16792290782686,-109.86715495316184,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S779481,ir107,2018-08-22 22:45:00+00:00,40.24370475459867,-113.75253149801712,44.16792290782686,-109.86715495316184,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S779481,lght,,40.24370475459867,-113.75253149801712,44.16792290782686,-109.86715495316184,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S779481,vil,2018-08-22 22:45:00+00:00,40.24370475459867,-113.75253149801712,44.16792290782686,-109.86715495316184,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S779481,vis,2018-08-22 22:45:00+00:00,40.24370475459867,-113.75253149801712,44.16792290782686,-109.86715495316184,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S786332,ir069,2018-08-23 01:15:00+00:00,32.232111045829875,-114.4869059151347,36.16424714253194,-110.9556423610471,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S786332,ir107,2018-08-23 01:15:00+00:00,32.232111045829875,-114.4869059151347,36.16424714253194,-110.9556423610471,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S786332,lght,,32.232111045829875,-114.4869059151347,36.16424714253194,-110.9556423610471,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S786332,vil,2018-08-23 01:15:00+00:00,32.232111045829875,-114.4869059151347,36.16424714253194,-110.9556423610471,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S786332,vis,2018-08-23 01:15:00+00:00,32.232111045829875,-114.4869059151347,36.16424714253194,-110.9556423610471,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S768254,ir069,2018-08-23 13:10:00+00:00,44.87864575931627,-106.99078427254425,48.5902196874586,-102.38904414830228,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S768254,ir107,2018-08-23 13:10:00+00:00,44.87864575931627,-106.99078427254425,48.5902196874586,-102.38904414830228,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S768254,lght,,44.87864575931627,-106.99078427254425,48.5902196874586,-102.38904414830228,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S768254,vil,2018-08-23 13:10:00+00:00,44.87864575931627,-106.99078427254425,48.5902196874586,-102.38904414830228,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S768254,vis,2018-08-23 13:10:00+00:00,44.87864575931627,-106.99078427254425,48.5902196874586,-102.38904414830228,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S780325,ir069,2018-08-23 17:25:00+00:00,35.52168378846779,-113.79064623289324,39.4370569311009,-110.11169961863092,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S780325,ir107,2018-08-23 17:25:00+00:00,35.52168378846779,-113.79064623289324,39.4370569311009,-110.11169961863092,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S780325,lght,,35.52168378846779,-113.79064623289324,39.4370569311009,-110.11169961863092,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S780325,vil,2018-08-23 17:25:00+00:00,35.52168378846779,-113.79064623289324,39.4370569311009,-110.11169961863092,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S780325,vis,2018-08-23 17:25:00+00:00,35.52168378846779,-113.79064623289324,39.4370569311009,-110.11169961863092,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S772799,ir069,2018-08-23 20:00:00+00:00,41.903332731818935,-104.9655094901,45.53594700446851,-100.4601992181565,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S772799,ir107,2018-08-23 20:00:00+00:00,41.903332731818935,-104.9655094901,45.53594700446851,-100.4601992181565,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S772799,lght,,41.903332731818935,-104.9655094901,45.53594700446851,-100.4601992181565,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S772799,vil,2018-08-23 20:00:00+00:00,41.903332731818935,-104.9655094901,45.53594700446851,-100.4601992181565,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S772799,vis,2018-08-23 20:00:00+00:00,41.903332731818935,-104.9655094901,45.53594700446851,-100.4601992181565,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S781628,ir069,2018-08-23 22:35:00+00:00,42.32257272292394,-102.57292453514508,45.86620937245586,-97.8969228659712,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S781628,ir107,2018-08-23 22:35:00+00:00,42.32257272292394,-102.57292453514508,45.86620937245586,-97.8969228659712,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S781628,lght,,42.32257272292394,-102.57292453514508,45.86620937245586,-97.8969228659712,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S781628,vil,2018-08-23 22:35:00+00:00,42.32257272292394,-102.57292453514508,45.86620937245586,-97.8969228659712,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S781628,vis,2018-08-23 22:35:00+00:00,42.32257272292394,-102.57292453514508,45.86620937245586,-97.8969228659712,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S772454,ir069,2018-08-24 00:35:00+00:00,31.29476204120777,-113.56001313173948,35.19929561873241,-110.01604623872296,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S772454,ir107,2018-08-24 00:35:00+00:00,31.29476204120777,-113.56001313173948,35.19929561873241,-110.01604623872296,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S772454,lght,,31.29476204120777,-113.56001313173948,35.19929561873241,-110.01604623872296,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S772454,vil,2018-08-24 00:35:00+00:00,31.29476204120777,-113.56001313173948,35.19929561873241,-110.01604623872296,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S772454,vis,2018-08-24 00:35:00+00:00,31.29476204120777,-113.56001313173948,35.19929561873241,-110.01604623872296,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S781919,ir069,2018-08-24 09:20:00+00:00,36.28566129199579,-95.6569957158226,39.5616183539575,-91.06224543514011,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S781919,ir107,2018-08-24 09:20:00+00:00,36.28566129199579,-95.6569957158226,39.5616183539575,-91.06224543514011,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S781919,lght,,36.28566129199579,-95.6569957158226,39.5616183539575,-91.06224543514011,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S781919,vil,2018-08-24 09:20:00+00:00,36.28566129199579,-95.6569957158226,39.5616183539575,-91.06224543514011,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S781919,vis,2018-08-24 09:20:00+00:00,36.28566129199579,-95.6569957158226,39.5616183539575,-91.06224543514011,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S770037,ir069,2018-08-24 12:25:00+00:00,43.34536107225419,-95.97387418249058,46.62231769513578,-90.83356854638276,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S770037,ir107,2018-08-24 12:25:00+00:00,43.34536107225419,-95.97387418249058,46.62231769513578,-90.83356854638276,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S770037,lght,,43.34536107225419,-95.97387418249058,46.62231769513578,-90.83356854638276,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S770037,vil,2018-08-24 12:25:00+00:00,43.34536107225419,-95.97387418249058,46.62231769513578,-90.83356854638276,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S770037,vis,2018-08-24 12:25:00+00:00,43.34536107225419,-95.97387418249058,46.62231769513578,-90.83356854638276,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S777654,ir069,2018-08-24 21:45:00+00:00,41.50714932932675,-95.8631221810842,44.7817981790738,-90.88122049340367,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S777654,ir107,2018-08-24 21:45:00+00:00,41.50714932932675,-95.8631221810842,44.7817981790738,-90.88122049340367,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S777654,lght,,41.50714932932675,-95.8631221810842,44.7817981790738,-90.88122049340367,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S777654,vil,2018-08-24 21:45:00+00:00,41.50714932932675,-95.8631221810842,44.7817981790738,-90.88122049340367,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S777654,vis,2018-08-24 21:45:00+00:00,41.50714932932675,-95.8631221810842,44.7817981790738,-90.88122049340367,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S786356,ir069,2018-08-25 00:25:00+00:00,32.01465575824505,-113.06334644236144,35.90480722262526,-109.4740231648852,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S786356,ir107,2018-08-25 00:25:00+00:00,32.01465575824505,-113.06334644236144,35.90480722262526,-109.4740231648852,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S786356,lght,,32.01465575824505,-113.06334644236144,35.90480722262526,-109.4740231648852,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S786356,vil,2018-08-25 00:25:00+00:00,32.01465575824505,-113.06334644236144,35.90480722262526,-109.4740231648852,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S786356,vis,2018-08-25 00:25:00+00:00,32.01465575824505,-113.06334644236144,35.90480722262526,-109.4740231648852,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S779509,ir069,2018-08-25 03:45:00+00:00,36.30871861334276,-100.0757869713986,39.75834544005064,-95.6836218727926,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S779509,ir107,2018-08-25 03:45:00+00:00,36.30871861334276,-100.0757869713986,39.75834544005064,-95.6836218727926,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S779509,lght,,36.30871861334276,-100.0757869713986,39.75834544005064,-95.6836218727926,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S779509,vil,2018-08-25 03:45:00+00:00,36.30871861334276,-100.0757869713986,39.75834544005064,-95.6836218727926,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S779509,vis,2018-08-25 03:45:00+00:00,36.30871861334276,-100.0757869713986,39.75834544005064,-95.6836218727926,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S771097,ir069,2018-08-25 20:30:00+00:00,26.79902111102409,-84.9518483643075,29.66930721014937,-80.52631393339983,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S771097,ir107,2018-08-25 20:30:00+00:00,26.79902111102409,-84.9518483643075,29.66930721014937,-80.52631393339983,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S771097,lght,,26.79902111102409,-84.9518483643075,29.66930721014937,-80.52631393339983,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S771097,vil,2018-08-25 20:30:00+00:00,26.79902111102409,-84.9518483643075,29.66930721014937,-80.52631393339983,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S771097,vis,2018-08-25 20:30:00+00:00,26.79902111102409,-84.9518483643075,29.66930721014937,-80.52631393339983,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S786359,ir069,2018-08-25 20:30:00+00:00,33.61712885328766,-111.70678826406744,37.46716299910151,-107.9978860125825,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S786359,ir107,2018-08-25 20:30:00+00:00,33.61712885328766,-111.70678826406744,37.46716299910151,-107.9978860125825,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S786359,lght,,33.61712885328766,-111.70678826406744,37.46716299910151,-107.9978860125825,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
S786359,vil,2018-08-25 20:30:00+00:00,33.61712885328766,-111.70678826406744,37.46716299910151,-107.9978860125825,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384000.0,384000.0
